userid,movieid,rating
129967,4367,3.0
81731,300,3.0
102180,1517,4.0
63376,2320,4.0
35647,608,5.0
4357,5418,3.5
166846,1562,3.0
19746,246,5.0
36263,66198,3.0
13463,31,4.0
195515,593,3.0
2854,2959,5.0
164844,109487,5.0
53000,145194,4.5
166911,180985,3.5
186675,1199,1.0
184661,4226,4.0
41840,2376,4.0
194655,139385,3.5
30190,1270,4.0
49590,4378,3.5
68797,3774,3.0
116278,1635,3.0
147726,1276,5.0
22143,81834,5.0
49616,1265,3.5
98363,164981,5.0
157845,356,5.0
122622,1586,3.0
18265,3793,3.5
137741,9004,3.0
30484,1326,4.0
7858,170745,3.5
46444,2167,4.0
161901,802,3.0
45834,350,3.0
181249,349,5.0
2348,81847,3.5
35074,246,5.0
107195,1487,3.0
180044,288,5.0
183120,4498,3.5
196056,235,2.0
93860,1214,5.0
16763,2599,3.5
195725,63072,3.0
141646,4226,4.0
9026,3349,3.0
37677,1929,1.5
86402,31364,3.5
15875,943,3.0
136256,195209,4.0
10847,4327,4.0
136524,4226,5.0
138353,527,5.0
48697,1276,5.0
106580,65230,4.0
186919,590,3.0
66012,5325,4.0
113852,590,3.0
162877,1127,4.0
49079,1234,4.5
125071,5971,5.0
94884,10,4.0
125952,5349,3.5
154119,1,1.5
87402,1061,4.0
63783,4011,5.0
65302,72737,3.5
66193,4553,2.5
29493,368,4.0
121494,230,4.0
106316,48394,1.5
150341,1992,3.5
182960,1729,2.0
108381,4361,3.0
38738,918,4.0
66622,55247,4.5
105606,16,3.0
71378,593,5.0
195644,1293,5.0
4939,912,5.0
11857,2410,4.0
124948,8665,4.5
150513,2770,2.0
138758,367,2.0
46917,3269,4.0
25892,2706,2.0
94053,109487,4.5
105277,45499,3.5
64327,2916,5.0
169973,6550,5.0
196083,7015,1.5
188819,5329,4.0
197827,5991,4.0
151088,5673,4.0
160926,97225,4.0
152057,296,5.0
32466,2141,4.0
186710,83067,3.0
45316,215,3.0
74032,139385,5.0
6095,2432,3.5
98633,3702,4.5
24367,25,5.0
110600,1917,2.0
164150,6863,4.0
25924,32,4.0
40449,3094,5.0
118195,277,3.0
81762,4754,4.0
125127,588,4.0
37170,194,3.0
95547,246,5.0
144532,5995,4.0
76720,72731,3.0
139902,112623,3.5
76092,4591,1.5
76012,55814,4.0
56985,2791,4.5
72109,1627,3.5
189518,2716,3.0
181762,164909,4.5
143900,72641,4.0
52437,656,1.0
114768,7,3.0
34195,1688,2.0
105006,114662,4.0
22425,55247,4.0
193924,1385,3.0
178818,86882,4.5
113727,103253,4.0
102599,1343,4.0
39061,8961,4.5
26872,911,5.0
77027,1983,4.0
42599,6722,4.0
132630,231,2.0
10808,1405,2.0
1135,78574,4.0
75377,4874,4.0
84603,72,3.0
81452,106782,3.5
62699,84696,4.0
15188,115149,3.5
91000,1285,5.0
43205,58299,2.0
169574,3426,2.0
52730,4954,4.0
131143,103141,4.0
155558,2504,4.0
63567,1198,4.0
127928,8984,4.0
148487,42734,4.0
53721,48780,5.0
48698,2499,4.0
166653,61024,4.0
6923,356,4.0
3462,1350,4.0
187338,295,3.0
127442,114265,4.0
69475,145172,3.5
163021,77561,5.0
158971,140267,4.5
76094,6989,4.0
100767,2858,5.0
42582,2176,3.0
141581,2359,5.0
122433,134368,4.5
126883,1704,5.0
147063,52328,3.0
172447,6377,4.0
135831,7458,2.5
148076,2428,3.0
139379,8917,4.0
68197,4333,1.5
95049,2542,4.0
91813,5952,5.0
182042,111921,4.0
159776,129354,2.5
191430,3267,4.5
26181,4226,5.0
194011,8633,2.5
58205,750,3.5
77807,68157,4.5
153419,2594,4.5
123549,4498,4.0
137205,2918,3.0
131606,1208,5.0
48710,82461,2.5
14674,131658,3.0
180450,3783,2.0
192852,260,5.0
91430,7121,3.5
96789,43560,1.5
110610,25771,3.5
80616,2683,3.0
32141,4370,2.0
160617,1544,1.0
105380,103249,3.0
108074,1304,1.0
28685,1086,4.0
15140,71579,3.0
163829,4814,3.0
144731,380,3.0
169624,50,4.0
2853,106487,4.5
50607,2144,3.0
106092,2202,5.0
17596,1148,5.0
30540,59615,2.0
190613,541,4.5
97180,103688,3.0
68476,6867,3.0
63519,6889,2.5
97755,77893,4.0
28301,2858,4.0
33136,4012,3.0
155675,81591,4.5
77182,1278,5.0
194544,17,4.0
41897,1916,4.0
50805,64969,3.5
62861,2723,2.0
46148,2028,4.0
43047,3263,3.0
136412,204698,4.0
181285,111759,4.5
184136,2278,2.0
95828,362,4.0
126019,51709,3.5
49076,2111,4.0
124165,91500,3.0
130637,743,3.0
117195,4963,4.5
100388,34405,4.0
197894,296,5.0
173082,88129,4.5
113889,134130,5.0
124659,1240,4.0
52231,8972,3.0
8106,1215,4.0
181118,7572,3.0
57587,296,4.0
178995,914,4.0
186680,66934,5.0
145723,969,2.0
12968,102194,4.0
143408,2321,5.0
104807,1295,5.0
95481,48791,5.0
40978,7235,3.5
143468,2628,2.5
14768,8636,3.5
193387,3424,5.0
39165,344,3.0
143804,349,5.0
23794,185335,1.5
81396,4571,4.0
121151,26903,4.0
94949,7225,4.0
70370,519,1.5
129125,6777,4.5
39245,858,5.0
109159,71450,4.0
13772,2841,3.5
133074,6537,2.0
114222,4886,4.0
39812,8636,4.5
143039,5266,3.0
129709,55820,4.5
36431,2455,3.5
77243,6370,2.5
157361,339,3.5
158901,202439,3.0
79268,41569,3.0
36314,674,4.0
14573,1183,3.5
61223,2858,3.0
107280,2067,4.0
82367,170745,4.5
172267,115713,5.0
165767,57669,5.0
22400,247,4.0
172034,90866,0.5
116951,1089,4.0
178256,2949,4.0
5429,586,2.5
198003,104841,3.0
89010,3527,2.0
117587,953,4.0
157183,592,3.0
119305,151,2.5
167795,338,1.0
109429,2959,4.5
33993,8360,2.0
102665,110,3.0
109954,2247,2.5
116667,3822,1.0
97782,3037,4.5
100365,6539,5.0
52693,31658,2.5
8924,6942,3.5
19329,7063,3.5
170779,8840,3.0
77114,34150,3.0
191618,4333,1.0
9463,420,5.0
194456,6377,4.0
176242,133733,0.5
71788,2161,5.0
158367,223,5.0
32561,1488,3.0
61392,1688,3.0
116594,3543,3.0
19487,4893,3.0
195725,2206,3.5
129741,2046,4.0
7895,805,5.0
156809,50,4.0
175146,2916,2.5
28,47099,3.5
149944,1,4.0
193935,4011,4.5
164254,5952,4.0
59854,5048,2.0
77924,2359,3.0
176198,1747,4.5
104874,5603,4.0
17029,6059,2.5
95987,1196,5.0
30166,31658,4.0
74664,1346,2.0
16774,55269,2.0
23791,4546,4.0
58737,493,3.0
105707,8533,4.0
191696,6708,3.0
109494,61401,1.0
178474,2496,4.0
115290,2762,4.5
41348,1,2.5
143847,1831,2.0
88431,8533,5.0
159776,250074,3.0
163115,7353,0.5
54518,41566,4.5
148811,1097,5.0
53286,79132,4.0
60559,66097,3.5
25926,3033,5.0
33914,237,3.5
169169,923,5.0
127462,1711,5.0
190198,155509,3.5
30307,2118,3.0
178022,116008,2.0
131264,599,5.0
33230,37729,3.5
27725,8528,3.0
80215,88810,4.0
48718,4034,5.0
12315,5219,3.0
112216,206246,5.0
50403,1999,1.0
72643,1635,4.5
70002,97921,5.0
19087,608,4.5
86582,2997,5.0
31617,64957,4.0
168363,6503,3.5
158135,2987,3.5
52313,858,5.0
64518,7147,3.5
180050,551,4.0
145979,410,0.5
126196,54997,5.0
29542,104879,4.5
72681,539,4.0
61941,968,4.0
99820,48774,3.0
165193,168248,2.5
166953,1059,3.5
146791,52973,5.0
113404,312,4.0
185928,296,4.0
6316,1276,5.0
100835,4299,3.5
45199,31658,5.0
92639,208703,4.5
56949,565,4.5
106357,648,2.5
19682,2932,2.5
50016,448,3.0
33415,3952,3.0
161334,6331,4.0
105062,26258,5.0
158380,51255,5.0
176911,1258,4.0
27830,130496,3.0
176916,115617,4.0
130916,27788,5.0
49193,3254,3.0
78628,1200,4.0
68009,1274,3.0
134561,4019,4.0
167346,54272,0.5
26569,109487,5.0
92477,91529,4.0
23303,2822,3.0
86146,208703,3.5
30893,5618,5.0
55364,5293,3.0
198249,938,3.5
49182,318,5.0
153401,102445,4.5
127258,1220,5.0
154276,1370,2.0
159273,468,3.0
172409,615,4.0
129521,80846,4.0
110780,1721,1.0
84251,2749,3.0
16098,2132,4.0
77083,91529,2.5
145717,3513,5.0
19014,2952,5.0
73661,89745,3.0
128141,1084,3.0
98442,8368,5.0
142102,480,3.5
178543,3005,3.0
29183,3986,2.5
174575,1729,4.0
53410,110,5.0
145211,5572,3.0
44853,4993,4.0
196755,2012,2.5
148918,2058,4.0
60161,7190,4.5
186414,2628,3.0
117951,6711,4.0
150638,924,3.0
75410,4997,1.5
140145,5064,5.0
74503,1909,3.0
176052,586,3.0
44593,1729,4.0
175260,35836,3.5
133578,72998,3.0
1806,106918,5.0
49658,8961,3.5
17365,2003,3.0
192431,2329,4.5
156942,2529,4.0
21248,374,2.0
158717,2959,5.0
124363,96314,4.0
138221,87520,4.0
128593,5378,2.5
69136,1262,4.5
106827,68954,4.5
87837,2718,2.0
142167,7438,3.5
67049,141,4.0
179423,38061,3.5
58889,354,3.0
150799,2059,0.5
81226,1011,3.0
9579,2012,4.0
108966,3911,3.5
115971,2617,1.0
179367,1405,2.5
183918,3000,4.5
23231,140267,4.0
21235,344,1.0
148605,339,3.5
122503,1356,5.0
51626,4975,2.5
79833,4993,4.0
60187,6509,4.5
144373,94985,2.5
183283,1213,5.0
187490,181315,5.0
46187,3702,3.0
184998,423,4.5
191767,527,2.5
124,527,5.0
46986,3996,4.5
161073,198,4.0
15946,1366,4.0
62025,6157,2.5
117502,8984,4.5
115921,119145,3.5
60647,122918,4.5
77989,68954,4.0
156659,364,5.0
114515,648,5.0
57457,4993,4.5
13113,157296,5.0
163561,480,4.0
84473,353,5.0
120809,4896,3.5
55279,47640,3.5
19805,6936,4.0
34354,2706,4.0
85993,2248,1.0
68729,7153,5.0
38375,8464,3.5
177064,1047,2.0
163009,49530,4.0
103,68358,4.5
5990,2081,5.0
68937,2745,3.0
12191,1291,4.0
97735,145,4.0
8023,58303,3.5
64283,3617,3.0
53092,1408,3.0
108605,115680,2.5
78074,1653,2.0
124168,1961,4.5
96076,520,3.0
193320,116797,2.5
102242,1500,3.5
32985,34405,3.5
189306,5,3.0
66204,58,4.0
182729,2076,3.0
165297,1221,5.0
84409,100185,4.0
143605,480,4.0
41999,471,3.5
171803,72998,4.0
133736,4896,2.0
56156,3285,3.0
95567,3440,2.5
58009,119145,2.0
98605,52722,3.0
161511,8984,4.0
59050,6959,2.0
87827,1147,5.0
194534,202439,4.5
28232,8961,5.0
178334,4447,4.5
38756,189363,1.5
156753,153,3.0
132423,194036,4.0
198706,3175,5.0
114008,1035,4.0
174795,2011,4.0
15431,91630,3.0
200636,1485,4.0
50497,1920,3.0
38661,4958,5.0
185118,56715,3.5
92616,170827,2.5
108312,2628,2.0
144895,5991,3.5
19433,103341,3.5
52307,4700,3.0
95312,5610,3.5
174514,64969,3.0
109450,111,3.5
31281,1883,3.0
41209,778,2.5
14761,6807,4.0
6668,2542,5.0
127007,71535,4.0
142458,3006,5.0
191624,327,1.0
147504,45722,3.5
26828,168,3.0
116830,2288,4.0
30489,1296,4.0
2704,195365,3.5
115075,59018,3.5
13682,134853,1.5
94122,104319,3.5
199645,116823,4.0
192884,2525,2.0
52868,2762,4.0
84693,608,4.5
11513,91529,3.0
165055,50,4.5
48,419,4.0
3269,5952,4.0
2757,1129,4.0
184028,1220,4.0
43511,55116,3.0
147809,143355,4.5
111454,6832,3.0
133683,112852,4.0
4156,3683,3.0
181059,1172,3.5
93048,2316,4.0
42333,5995,3.5
20805,56367,3.5
48351,64957,2.0
171251,431,4.0
116063,212361,4.0
133452,2700,2.0
185279,3578,3.5
125964,3266,4.0
48470,253618,0.5
174025,1230,5.0
129124,5952,3.5
127846,1,3.0
35686,3108,4.0
189805,2762,2.5
80196,77561,2.5
151245,1466,4.0
78187,26662,3.0
45132,88954,2.5
105176,457,4.0
114113,2959,5.0
69175,235,4.0
122544,40339,3.5
6814,2959,5.0
79302,265,4.0
66544,3793,2.5
21779,6365,3.5
198981,2871,4.5
151454,1707,5.0
148973,2363,3.0
195668,2290,2.0
107152,8798,4.0
63294,2115,2.5
181965,296,3.0
185384,134368,3.0
179905,3527,2.0
101500,8360,4.5
41359,103075,1.5
40456,34482,4.5
76808,63992,0.5
125010,1193,5.0
55336,93721,4.5
57117,45499,2.5
114784,33679,3.5
172042,198,5.0
56796,3024,1.0
55634,29,5.0
53888,236,3.0
45875,909,4.0
135201,2177,4.0
112256,1101,3.5
46364,68237,5.0
45309,58559,5.0
156134,57669,4.0
154680,272,4.5
12700,2950,3.0
37557,2571,4.0
42393,1321,5.0
161530,329,3.0
40963,1961,3.0
86199,1906,3.5
9718,728,4.0
192925,3,4.5
51463,2642,2.0
32863,21,4.0
48688,70336,3.0
168082,3993,3.0
194951,65514,4.0
19316,187231,4.0
189514,1465,4.0
118297,3000,4.0
13214,1028,2.0
155239,3846,3.0
113007,3555,4.0
189581,540,3.0
116706,3153,4.0
122877,79185,4.0
48029,3100,3.0
128378,2763,4.5
115328,1387,2.0
28877,851,3.5
185297,2668,2.0
175960,349,3.0
108559,1225,5.0
27734,194,4.0
89670,8874,4.0
198917,4993,5.0
63767,1225,4.0
200613,131050,4.0
72611,3257,2.0
24557,229,1.0
51052,832,4.0
23946,99917,4.5
10342,457,4.0
73338,4700,3.5
189345,1562,2.0
99710,3578,4.5
9098,1407,4.0
155566,160161,5.0
177999,28,2.5
132423,58709,5.0
93309,517,4.5
27982,1654,1.0
85443,1220,3.0
179666,60,3.0
113075,2081,3.0
11723,1777,2.0
25018,47810,3.0
124858,79695,3.0
99176,122892,3.5
186079,95167,3.5
65694,2012,4.0
88811,661,5.0
52609,1445,3.0
59143,586,3.0
115338,60684,3.5
133007,75,2.0
59585,4993,5.0
191321,1408,2.5
158951,4973,4.5
27332,761,1.0
106350,4737,3.5
62183,33794,4.0
33742,4623,4.0
33524,922,4.0
34288,4265,2.0
143572,4018,3.0
29841,1203,4.0
190915,362,4.5
152795,26479,3.0
114983,2193,3.0
25579,5879,1.0
184323,5459,3.5
87330,1095,4.5
67624,2436,4.0
187216,207233,3.5
172015,179491,4.0
34424,88129,4.5
130208,104374,4.0
162977,3911,4.0
29809,8507,5.0
167089,1225,3.5
199718,210865,0.5
133366,135569,4.0
148324,8464,3.0
19706,16,5.0
44938,852,3.0
12887,73266,2.5
178091,1136,4.0
57823,110,3.5
8443,1148,5.0
168998,2068,5.0
148070,158842,4.5
37400,49272,3.0
144078,4343,4.0
121270,65230,3.0
41529,780,5.0
110455,293,4.0
138935,60333,3.5
135232,4232,2.0
140096,7007,4.0
170013,2686,3.0
93438,2664,3.5
131447,64620,2.5
35383,2001,3.0
24932,539,2.5
199742,1855,1.0
105968,4679,1.0
142638,2413,3.0
16876,55830,1.0
134371,53894,4.0
2801,2590,3.0
118303,110,5.0
39907,4963,4.0
19246,3499,4.0
141772,32011,2.5
166287,4308,4.0
52455,6539,3.5
28837,1223,4.0
22514,1301,3.0
134714,539,3.0
29532,903,2.5
192405,1008,4.0
56310,150,2.5
29309,7241,5.0
6078,936,3.0
120227,1019,5.0
69076,8798,4.0
50721,2936,4.0
122186,338,3.0
146819,290,4.5
19544,587,3.5
156044,39183,4.0
121004,122886,4.5
146281,43292,3.0
45577,53468,4.5
75559,2406,4.0
38680,2628,3.0
123741,924,5.0
109424,1025,4.0
182062,6377,3.5
172270,849,1.0
199782,1408,3.0
34042,4973,4.5
165205,2011,3.5
120430,3978,4.0
447,31878,2.5
84694,68157,4.0
107809,3072,4.0
47549,2694,4.0
157236,4848,3.5
26033,588,4.0
53000,4489,4.0
160851,148626,4.5
80876,60072,3.5
64181,60074,2.5
71042,170369,3.0
61055,3991,4.0
40140,4291,3.5
27646,3897,4.5
85983,128536,5.0
53310,8666,2.0
22264,1097,4.0
5816,3168,4.0
76588,3948,1.5
87880,1240,5.0
113234,1262,3.5
190053,3801,4.5
56181,1602,2.5
41361,1222,2.5
155733,1276,4.0
149972,1805,3.5
47320,208939,3.0
125645,356,3.0
174511,1125,3.5
52448,1682,5.0
130004,3439,3.0
111740,8966,3.5
146055,590,5.0
122284,50,4.0
83293,2471,4.0
10041,1270,5.0
45267,88140,4.5
2955,112290,3.5
91998,1291,4.0
148957,3653,4.0
87518,116977,1.0
188336,362,4.0
84724,4993,4.0
94272,5459,3.0
190924,520,5.0
88677,2858,4.5
170095,103249,4.0
122055,1203,5.0
98403,2351,5.0
82008,118880,3.0
6814,1225,4.5
138283,288,4.0
183378,529,5.0
81484,4027,5.0
145178,106916,4.0
117706,296,5.0
108996,380,3.5
83377,3733,4.0
108157,223,3.0
161394,36529,3.5
191097,1022,3.0
104167,3614,1.0
174382,33794,5.0
153082,3285,3.0
24933,939,1.0
17070,3088,3.5
38629,4467,4.0
138853,97304,4.0
12695,7153,5.0
177775,4447,4.0
199012,55908,4.5
43224,64969,2.5
38266,134170,4.0
36712,50,5.0
108605,123571,2.5
83080,116411,3.5
4986,50872,4.0
67872,3000,5.0
56448,32587,4.0
169201,449,3.5
4760,4007,2.0
162928,2615,3.0
85368,89759,4.0
53212,968,3.0
170695,832,3.0
42817,260,5.0
36683,4103,3.5
184633,110102,5.0
47880,5349,3.5
171725,1200,5.0
13644,919,4.5
40555,5995,2.0
36477,1573,4.0
120976,61255,3.0
151137,196891,3.0
155482,2403,4.0
80280,7153,4.5
158698,1260,3.0
41093,89087,3.0
85202,73321,4.0
184433,45728,3.5
69371,2423,5.0
177383,924,5.0
164627,157296,4.5
55299,2467,4.0
142998,7419,4.0
26181,72378,4.0
4352,3798,4.0
57304,4446,4.0
39255,54503,3.0
48942,2716,3.0
169123,1544,4.0
190933,1079,5.0
122187,110730,5.0
83617,1584,2.0
175140,1259,5.0
198632,3717,1.0
60783,81834,5.0
44838,7156,3.5
173178,480,3.5
146713,30707,0.5
125559,1258,5.0
102494,6333,1.0
109468,80693,3.5
105244,7147,4.0
149666,4993,4.5
28119,352,4.0
148864,3996,4.0
96486,1196,4.0
5560,78499,3.5
107186,49286,5.0
161326,3267,3.0
122793,288,2.0
66435,434,3.0
90116,5638,4.5
175830,41569,3.0
42345,1221,4.0
60723,122924,2.0
61197,1200,5.0
98493,4890,0.5
27510,105213,1.5
78158,139871,4.0
21850,708,3.0
119031,1968,3.5
196815,1223,4.5
107639,153,3.0
120976,30793,3.0
33371,6796,4.0
141218,377,5.0
90716,266464,4.5
76858,2087,4.5
173176,1259,4.0
172264,112556,5.0
4507,1,3.5
198579,515,3.0
19348,7087,3.5
182186,6377,3.5
109849,2948,4.0
77382,1,5.0
81544,1304,5.0
137651,138208,4.5
189992,130842,4.0
112004,2353,3.5
135480,1302,2.5
165048,3247,3.0
10770,480,3.0
108060,27731,4.0
167646,125916,0.5
6537,80489,3.5
171531,3354,2.5
42756,4489,4.0
164927,541,3.0
156857,1,4.0
87502,104211,3.0
94087,1440,3.0
8288,1193,3.5
165411,170371,1.5
115676,965,5.0
97872,7579,4.0
143056,6333,3.5
175708,1957,3.0
180199,1093,5.0
28548,6333,4.5
59330,6870,4.0
159899,81562,3.5
170276,135518,3.0
131675,160590,5.0
23452,1704,5.0
151017,340,3.0
160767,2662,4.0
108653,3977,2.0
75600,2947,4.0
127303,5458,0.5
86148,102125,4.0
73460,608,3.5
38938,1653,4.0
22921,6534,2.0
67745,112868,3.0
154746,1376,4.0
169946,260667,4.0
85025,61323,4.5
12815,81834,5.0
69790,3551,4.0
163040,3897,4.0
70041,2353,2.0
44137,3809,3.5
5217,2628,2.0
145803,1198,3.5
112658,541,3.5
170502,3129,1.5
123665,2355,2.5
40913,8961,4.0
190118,186,3.0
37230,6867,4.0
46608,2329,4.0
165666,5378,3.0
125508,95,1.0
9085,14,4.5
163478,329,2.5
28846,5942,3.0
51029,49272,5.0
27584,279384,4.0
1739,7450,3.0
9984,80549,3.5
31049,48394,3.0
197094,3142,5.0
168465,4239,3.0
104578,59369,5.0
114188,8636,3.5
44021,58191,3.0
83688,58299,4.0
89622,4344,2.5
175325,1006,3.0
119909,92259,5.0
180364,2683,4.0
123907,253,5.0
35164,2985,3.0
78134,3328,4.0
195658,173291,5.0
62676,109374,3.0
139345,46335,4.0
84306,3698,5.0
113994,54908,2.5
77638,4718,1.0
42060,1274,5.0
145071,2369,4.0
1007,4027,4.0
184419,2761,3.0
87052,3248,1.0
194203,34405,4.0
158183,2118,4.0
10844,155828,2.5
144037,4963,3.0
6139,1784,4.0
12474,50798,1.5
173975,210573,3.0
183017,165,3.0
103642,94833,4.0
26836,100,4.0
1899,1213,5.0
179650,45666,1.0
115873,7366,5.0
192416,95088,1.0
200649,914,2.0
119724,6377,4.0
183120,5299,3.0
181022,3534,2.0
38631,1911,1.5
166123,260,1.0
21901,58025,2.0
187614,1967,3.0
91167,97921,3.5
15801,3471,3.0
84773,54001,5.0
143094,1876,3.0
46468,33166,5.0
192870,70286,3.5
199575,2278,3.0
31976,5026,4.5
177267,92420,2.5
128305,4957,5.0
24826,4322,4.0
28225,599,4.5
2387,2115,4.0
39421,32,4.5
112830,68237,3.5
136783,68954,5.0
95762,95309,3.5
156066,4992,4.0
131632,31545,4.0
15491,2997,5.0
33609,2421,2.0
107726,2375,2.0
39977,6539,4.0
141806,54272,3.5
12770,122922,4.0
33609,450,4.0
3928,2142,4.5
33172,2912,3.0
173557,208205,3.0
130287,110,5.0
177140,1172,4.5
59493,2628,2.0
98269,2827,2.0
30306,1717,1.0
116514,54001,4.0
118911,4018,4.0
30372,3082,3.0
69611,1784,3.5
56689,91890,3.0
170019,133419,3.0
35844,7300,3.5
157024,477,3.5
32302,106920,3.0
58585,161,5.0
187985,53464,2.0
38032,318,5.0
101380,91077,3.5
43898,786,4.0
89955,4728,1.0
16021,1517,1.0
133674,5479,2.0
29363,908,4.0
189674,1090,2.0
47261,5463,4.0
70139,2692,3.0
147259,48516,4.0
119604,1208,4.5
179032,2542,2.0
184646,493,4.0
197130,1219,3.5
69972,51662,4.5
123357,6,4.5
104236,7991,4.5
101122,95858,5.0
173840,480,3.5
42748,58559,4.0
175325,189927,2.5
118128,8798,4.0
40659,2000,3.0
133181,5377,5.0
75973,432,0.5
134494,3717,1.5
100759,2571,5.0
72241,4718,2.5
26711,39,5.0
174299,95441,3.5
55803,3420,4.0
94158,913,4.5
113607,31685,3.5
22414,102125,5.0
148931,48516,4.5
97437,134130,5.0
60103,111,2.0
99077,6377,4.5
196752,1961,4.0
151624,6156,2.0
170779,2539,5.0
89495,2723,4.0
18093,27803,4.0
134532,50,3.5
161078,111387,2.5
133566,2001,4.5
72510,1240,3.0
37729,6874,5.0
92728,1047,3.0
135365,175569,2.5
15135,1394,3.5
33098,5952,4.5
69236,2174,5.0
25251,127198,3.0
138538,44191,3.5
10106,5618,4.0
41407,91617,3.0
112627,6,4.0
134838,1580,3.0
115233,527,5.0
176351,3448,2.5
59580,1793,1.0
175427,1377,3.0
188355,327,5.0
11551,122902,4.0
183910,3594,3.5
123455,913,3.5
110669,265,5.0
13301,4085,3.0
33594,90890,2.0
160705,830,5.0
20682,1411,5.0
85702,6711,4.0
106372,296,5.0
193805,44022,3.0
110638,2000,4.0
9812,50872,3.0
88379,78088,4.0
56796,1573,2.0
187294,475,5.0
183981,2997,3.5
72096,160,2.0
6584,163,3.5
192906,2719,1.0
132518,1250,5.0
103048,148058,5.0
129441,3101,3.0
187343,2706,2.5
59851,78574,5.0
81000,480,3.0
146300,648,4.0
12308,2206,4.0
184197,196889,3.5
75483,97304,2.0
15968,5650,4.0
110264,1961,4.0
106157,197663,3.0
56692,1704,4.0
77711,351,3.0
16141,1957,5.0
114818,593,4.0
33160,1485,3.5
27129,4125,0.5
14191,1554,3.0
11100,3686,2.0
92545,259,4.0
111252,97923,4.0
189054,57368,3.5
68939,1396,5.0
4751,1233,4.0
41073,7325,2.5
171793,1267,0.5
65056,4973,4.5
154471,48043,2.5
69807,113632,0.5
78581,2324,4.0
135526,1409,4.0
14050,50804,2.0
107987,2953,2.0
156808,6,4.0
25229,50,2.0
115224,2642,2.0
7599,1258,3.5
193291,7,5.0
75772,342,4.5
136600,1580,2.5
84539,1580,4.0
1197,4387,2.0
127907,1378,4.0
148070,72226,3.5
132963,222,5.0
135604,51255,3.0
190482,61697,2.5
75647,2203,3.5
133350,1466,5.0
59373,103980,3.5
31672,272,5.0
168011,201773,4.0
125535,84954,0.5
102671,2762,5.0
8750,1275,5.0
50675,81512,4.5
114877,45106,3.0
147693,1485,5.0
82925,1367,3.0
156056,1104,3.0
183691,454,3.0
53819,74458,4.0
155834,210867,3.0
144472,858,5.0
191999,5881,1.0
133521,194951,3.5
145225,2139,3.5
60789,44555,3.5
118639,1726,4.0
118326,4696,2.5
57228,81847,3.5
187219,1078,4.5
97259,120466,3.0
174168,3555,3.0
114932,924,5.0
186471,6753,4.5
122353,316,3.0
21387,1390,4.0
23791,2081,3.0
85282,1405,1.0
89155,1873,3.0
171402,36529,3.5
169154,141402,3.0
174936,1035,4.0
165297,96610,1.0
5106,115713,4.0
120976,64839,4.0
180922,296,5.0
57717,100714,2.5
87009,49530,4.5
31571,2302,3.0
52954,6350,3.5
145301,3536,3.0
78109,3262,4.5
14491,46530,1.5
9898,3300,3.0
182403,7254,5.0
131797,69844,3.5
44808,1586,4.5
130012,5979,2.0
162185,5991,5.0
129426,1219,4.0
81562,112556,4.0
17641,3107,5.0
152290,912,4.0
56494,81229,1.0
49305,7065,5.0
35020,3499,2.5
124211,3359,5.0
158775,4226,2.5
136256,173941,3.5
3703,1265,2.0
164889,8622,4.0
160727,2087,3.0
12394,3408,4.0
143981,1333,3.0
190567,5530,2.5
63802,1031,3.0
1001,8798,2.5
128786,4995,4.0
349,595,3.0
196010,8983,5.0
172400,166643,2.5
54328,53996,4.0
109785,38038,4.5
176607,1223,5.0
3293,62,4.0
16336,802,5.0
22283,318,4.0
51980,5025,2.5
66458,383,4.0
198767,2762,3.0
92107,1729,4.0
198711,69844,4.0
13498,1518,4.0
48975,115713,3.0
189558,79134,4.0
17353,116823,4.0
177490,587,5.0
19913,2628,4.0
61064,4776,5.0
163698,345,3.0
200742,3827,4.5
101607,96737,5.0
18616,69526,1.5
58971,138208,4.0
37451,103341,2.5
119198,4015,1.0
198295,40815,5.0
17314,1408,5.0
189634,1265,4.0
86205,2081,2.0
23403,1028,3.5
21297,1580,3.0
89022,1625,3.0
197180,125,3.0
197671,2762,4.0
41471,30810,2.5
163613,1265,4.0
132558,111362,3.5
64656,52245,3.0
148125,3117,3.0
84922,1588,4.0
79824,4133,2.5
147893,67087,4.0
85675,3673,4.0
42692,47,4.5
160642,55232,3.0
44315,3996,3.0
200895,4306,3.5
168354,203585,1.0
33688,2327,2.0
80230,107069,4.0
38037,7178,1.5
53562,356,4.0
49889,2959,5.0
135401,496,3.0
4472,3977,5.0
551,56145,3.0
89407,4327,5.0
73116,5943,3.5
44385,1250,2.0
37747,1206,3.0
70219,8622,3.0
7546,7438,4.0
164695,593,4.0
54943,96456,2.5
5310,608,5.0
64108,53996,3.5
1778,108190,4.0
15875,6271,4.0
163447,8958,4.0
171922,1354,4.5
87274,1206,1.5
146542,111921,4.0
25384,955,3.0
38162,55226,3.5
112964,135887,3.5
102291,2102,3.0
70919,141,4.0
177674,586,3.5
95262,8128,4.0
187378,6283,4.0
175239,26122,3.5
110754,3408,3.5
93920,47,3.5
52251,1676,4.0
119432,839,4.0
97935,527,5.0
182368,69844,4.0
172469,4808,3.0
112075,26084,4.0
13959,1275,3.0
88386,3578,4.5
172740,4370,3.0
27794,59731,3.0
21395,4226,4.0
87589,1210,5.0
70166,2278,4.0
197704,3717,4.0
136798,59784,5.0
2958,32587,4.0
181084,1953,4.5
